filename,deployment_id,species
20240414_140100.WAV,A001_SD001,Black-capped Chickadee
20240401_061600.WAV,A001_SD001,American Robin
20240405_193400.WAV,A001_SD001,American Robin
20240412_061700.WAV,A001_SD001,American Robin
20240414_070000.WAV,A001_SD001,American Robin
20240412_065200.WAV,A001_SD001,Black-capped Chickadee
20240405_140300.WAV,A001_SD001,Black-capped Chickadee
20240414_065800.WAV,A001_SD001,Black-capped Chickadee
20240416_070300.WAV,A001_SD001,Red-winged Blackbird
20240405_144600.WAV,A001_SD001,Black-capped Chickadee
20240415_065501.WAV,A001_SD001,American Robin
20240414_155900.WAV,A001_SD001,American Robin
20240415_061001.WAV,A001_SD001,American Robin
20240403_061500.WAV,A001_SD001,American Robin
20240412_063301.WAV,A001_SD001,American Robin
20240404_195800.WAV,A001_SD001,Blue Jay
20240403_062800.WAV,A001_SD001,Song Sparrow
20240407_062100.WAV,A001_SD001,Black-capped Chickadee
20240413_060300.WAV,A001_SD001,Song Sparrow
20240414_062000.WAV,A001_SD001,Wood Duck
20240409_061000.WAV,A001_SD001,American Robin
20240410_062900.WAV,A001_SD001,Wood Duck
20240331_192300.WAV,A001_SD001,American Robin
20240416_062300.WAV,A001_SD001,American Robin
20240411_064500.WAV,A001_SD001,Wood Duck
20240408_191200.WAV,A001_SD001,Black-capped Chickadee
20240406_060800.WAV,A001_SD001,Song Sparrow
20240402_064400.WAV,A001_SD001,Song Sparrow
20240405_062200.WAV,A001_SD001,Song Sparrow
20240406_192300.WAV,A001_SD001,Black-capped Chickadee
